Num,N-C,Recibe,Resuelve,Remota,Fecha llamada,Hora llamada, Cod Cliente,Nombre Cliente,Cod Equipo,Nombre Equipo,Serie,ID SAP,Tipo de Problema,Subtipo de Problema,Comentario,Fecha inicio actividad,Hora inicio actividad,Fecha fin actividad,Hora fin actividad,Tiempo efectivo,Resolución,Resuelve,Cerrada,Procesada
0000014212,"0000014199","Fernando Conlazo","Fernando Conlazo",0,2024-04-07,14:43:00,"C0016","Instituto Asistencial Colectivo (IAC)","DE10390","VES CUBE 30 | Equipo | Diesse","1139","0","ST","MC","No detecta el cierre de la tapa. Alarma 'cerrar tapa' al inicializar.",2024-04-08,12:20:00,2024-04-08,14:00:00,13.00,"Se enciende el equipo y acusa que no detecta el cierre de la puerta durante la inicialización, exepto en una posición intermedia (puerta entreabierta). Se revisa el microswitch y conmuta sin problemas. Se detecta pequeño movimiento de la bisagra izquierda respecto a la tapa al cerrarla. Se encuentran ambos tornillos de fijación de la bisagra a la tapa flojos, lo que provoca que la tapa no cierre correctamente. Se ajustan y se prueba el equipo sin errores. Se espera a que larguen una corrida de muestras para verificar que no les acuse error de la tapa. Se procesan correctamente las muestras pero no exporta al LIS, se estima que fué debido no refrescar la conexión desde el software ya que se exportan manualmente con éxito.   Equipo operativo","",0,"N"
0000014198,"N","Fernando Conlazo","Fernando Conlazo",0,2024-04-06,13:08:00,"C0012","Dirección Nacional de Sanidad de las Fuerzas Armadas","BR001500KT","IH-500 |Equipo  |Bio Rad DiaMed GMBH","0501351","0","ST","MC","Error de dispensado en 16/28 muestras. Acusa volúmen insuficiente.",2024-04-07,09:00:00,2024-04-07,19:30:00,11.00,"Se concurre junto a Maximiliano Vespa, se extrae snapshoot del equipo. Se analizan los errores, se compara con las muestras que dieron error LIQ en el IH-COM y se concluye que es un falso LIQ. Se constata la presencia de sales en la aguja y tubuladura. Se limpia completamente y se reinstala.   Se realiza corrección en la posición del pipeteo en tarjetas, dónde se nota pequeña diferencia sobre todo en la posición del rack 4.   Se realiza system check y se constala que la aguja entra muy sobre el borde de los fracos de reactivos. Se realiza calibración del área de pipeteo, se ajustan los valores de x, y, z de cada uno de los frascos pero da error en el censado de nivel. Finalmente se debe ajustar el common reference point para que funcione bien el level detection. Se repasan calibraciones del pipeteo de tarjetas y se realiza chequeo final satisfactorio.   Se cargan reactivos y se libera el equipo para explotación.   ","",1,"N"
0000014200,"0000014198","Fernando Conlazo","Maximiliano Vespa",0,2024-04-06,13:08:00,"C0012","Dirección Nacional de Sanidad de las Fuerzas Armadas","BR001500KT","IH-500 |Equipo  |Bio Rad DiaMed GMBH","0501351","0","ST","MC","Error de dispensado en 16/28 muestras. Acusa volúmen insuficiente.",2024-04-07,09:00:00,2024-04-07,19:30:00,11.00,"Se concurre junto a Maximiliano Vespa, se extrae snapshoot del equipo. Se analizan los errores, se compara con las muestras que dieron error LIQ en el IH-COM y se concluye que es un falso LIQ. Se constata la presencia de sales en la aguja y tubuladura. Se limpia completamente y se reinstala. Se realiza corrección en la posición del pipeteo en tarjetas, dónde se nota pequeña diferencia sobre todo en la posición del rack 4. Se realiza system check y se constala que la aguja entra muy sobre el borde de los fracos de reactivos. Se realiza calibración del área de pipeteo, se ajustan los valores de x, y, z de cada uno de los frascos pero da error en el censado de nivel. Finalmente se debe ajustar el common reference point para que funcione bien el level detection. Se repasan calibraciones del pipeteo de tarjetas y se realiza chequeo final satisfactorio. Se cargan reactivos y se libera el equipo para explotación.","",0,"N"
0000014196,"N","Guillermo Tomas","Guillermo Tomas",1,2024-04-05,17:14:00,"C0182","Sanatorio Americano Cooperativa de Consumo","SW_01","Software Unity |Bio Rad Laboratories Inc.","208442","0","SI","OTRO","Problemas al ingresar a la aplicación Unity . Requiere asistencia",2023-04-08,10:30:00,2023-04-08,12:30:00,2.00,"Nos contactamos con Julio Roberts y con Andrés (cómputos).  Andrés detecta que el servicio de la instancia de SQL está caído.  Se realizar pruebas de conexión al SQL Server y corrigen credenciales (usuario Biodiagnostico).   Se logra conectar correctamente.    ","",1,"N"
0000014185,"N","Fernando Conlazo","Fernando Conlazo",0,2024-04-05,15:26:00,"C0030","Siembrasur S.A.","GA009899KT","Swing TwinSample II |Equipo |Galenica","2026","0","ST","MC","Error de pipeteo en tarjetas de grupo, saltea vial y dispensa doble el siguiente.",2024-04-05,15:30:00,2024-04-05,19:00:00,4.00,"Se repasan todas las calibraciones de la aguja, se realiza prueba de pipeteado satisfactoria.   Equipo liberado, en observación.","",0,"N"
0000014202,"N","Noemi Rodriguez","Noemi Rodriguez",0,2024-04-05,15:00:00,"C0455","Control Union Uruguay SA","PER055300","Aquamatic 5200-A 50/60Hz 230V | Equipo | Perkin Elmer","2155662","0","STA","MPA","Mantenimiento Anual",2024-04-05,15:23:00,2024-04-05,16:23:00,1.00,"Limpieza con aire seco  y alcohol. Verificación de celda, resultado ok. Correas en buen estado. Equipo sin observaciones generales.","",1,"N"
0000014183,"N","Jovan Klaric","Jovan Klaric",0,2024-04-05,10:00:00,"C0223","CABINSUR SA","BR1844095","CFX96 DEEP W OPTICAL | Equipo |Bio-Rad","","0","AT","IAT","Protocolo de Dengue",2024-04-05,10:00:00,2024-04-05,12:00:00,2.00,"Se crea el Protocolo y plantilla de Dengue de Vircell para CFX","",1,"N"
0000014179,"N","Fernando Conlazo","Fernando Conlazo",1,2024-04-05,09:35:00,"C0042","ASSE - Hospital de Florida UE 021","MI115026594","TDR -X060 Main Unit","X060160503207","0","ST","EU","Mensaje de error ¨Drawer keeps open for too long..´ ",2024-04-05,09:35:00,2024-04-05,09:45:00,0.25,"Se guía a la usuaria a verificar el cierre de la tapa del Drawer A y desaparece el error.   ","",1,"N"
0000014197,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-04-05,09:00:00,"C0070","COMEFLO IAMPP","BR2200220","D10 HbA1c Analyzer","DC2B658319","0","ST","OTRO","Cambio de equipo. ",2024-04-05,12:00:00,2024-04-05,18:30:00,12.00,"Se concurre con el nuevo equipo al cliente y se hace el cambio, se procede a probar el equipo con controles. Estos presentan diversos errores los cuales se tratan de solucionar en repetidas ocasiones sin éxito. Se procede a cambiar la válvula de 3 vías pero no se puede probar y ajustar equipo nuevamente porque el laboratorio cierra sus puertas. Se volverá el lunes a seguir trabajando. ","",0,"N"
0000014207,"0000014197","Maximiliano Vespa","Maximiliano Vespa",0,2024-04-05,09:00:00,"C0070","COMEFLO IAMPP","BR2200220","D10 HbA1c Analyzer","DC2B658319","0","ST","OTRO","Cambio de equipo. ",2024-04-08,11:00:00,2024-04-08,13:00:00,6.50,"Se concurre junto a Martín Machado y se continúa con el cambio de válvula, además se purga el sistema completamente y se verifican presiones y temperaturas. El equipo vuelve a funcionar correctamente. Se procesan controles con resultados positivos. Equipo operativo. Se finaliza con la instalación del equipo DA31244604. ","",0,"N"
0000014208,"0000014197","Maximiliano Vespa","Martin Machado",0,2024-04-05,09:00:00,"C0070","COMEFLO IAMPP","BR2200220","D10 HbA1c Analyzer","DC2B658319","0","ST","OTRO","Cambio de equipo. ",2024-04-08,11:00:00,2024-04-08,13:00:00,4.50,"Se concurre junto a Maxi Vespa y se continúa con el cambio de válvula, además se purga el sistema completamente y se verifican presiones y temperaturas. El equipo vuelve a funcionar correctamente. Se procesan controles con resultados positivos. Equipo operativo. Se finaliza con la instalación del equipo DA31244604. ","",0,"N"
0000014228,"0000014197","Maximiliano Vespa","Fernando Conlazo",1,2024-04-05,09:00:00,"C0070","COMEFLO IAMPP","BR2200220","D10 HbA1c Analyzer","DC2B658319","0","ST","OTRO","Cambio de equipo. ",2024-04-09,09:30:00,2024-04-09,09:40:00,0.50,"Se comunica Rosario debido a que el equipo lee los códigos de barra de los adaptadores de microviales pero no los de los tubos de muestras.   Se dan indicaciones sobre cómo ingresarlos manualmente para que puedan procesar. Requiere revisión","",0,"N"
0000014240,"0000014197","Maximiliano Vespa","Martin Machado",0,2024-04-05,09:00:00,"C0070","COMEFLO IAMPP","BR2200220","D10 HbA1c Analyzer","DC2B658319","0","ST","OTRO","Cambio de equipo. ",2024-04-09,14:00:00,2024-04-09,17:00:00,6.00,"Se verifica el lector de código de barra, el mismo lee códigos de controles y calibradores pero no de muestras, se intenta alinear sin tener buenos resultados. Se cambia por uno nuevo y se alinea, se realizan pruebas de funcionamiento y lee sin problema. Equipo operativo.","",0,"N"
0000014180,"N","Fernando Conlazo","Fernando Conlazo",0,2024-04-05,09:00:00,"C0223","CABINSUR SA","","","","0","ST","OTRO","Instalación de IH-COM 5.2 en PC genérica para SNS Maldonado. ",2024-04-05,09:00:00,2024-04-05,12:45:00,3.75,"Se descarga el software, procedimientos y se revisa la información disponible sobre compatibilidad con las versiones de software de los equipos periféricos al IH-COM. Se instala el IH-COM en PC genérica. Resta realizar pruebas para lo que nos es necesario contar con un dongle de licencia. ","",0,"N"
0000014195,"N","Marco Alpuin","Marco Alpuin",0,2024-04-05,09:00:00,"C0015","Hospital Británico","SW_05","Software Unity Connect |Bio Rad Laboratories Inc.","263038","0","AT","IAT","Solicitud de alicuota de EQAS por falla en reconstitución. ",2024-04-05,09:00:00,2024-04-05,13:00:00,2.00,"Se comunica Camila. Reconstituyeron con otro volumen el EQAS de uroanálisis cuantitativo. Se solicita a siembrasur alícuota. Se va a buscarla y se lleva al hospital británico. ","",1,"N"
0000014216,"N","Carolina Proto","Carolina Proto",1,2024-04-04,17:15:00,"C0021","Laboratorio G. Martínez Prado S.A.","","","","0","AT","IAT","Control de tarjetas positivo",2024-04-04,17:30:00,2024-04-04,18:00:00,0.50,"Se comunica porque tuvo nuevamente resultados de control de tarjetas positivo, se realiza consulta a Biorad por incidente.   Solicitan revisar procedimiento.   Quedo con ellos acompañarlos el martes 9/4 en la tarde","",0,"N"
0000014238,"0000014216","Carolina Proto","Carolina Proto",0,2024-04-04,17:15:00,"C0021","Laboratorio G. Martínez Prado S.A.","","","","0","AT","IAT","Control de tarjetas positivo",2024-04-09,14:30:00,2024-04-09,15:45:00,2.00,"Se compaña en el procesamiento, se revisa que los volumenes sean los correctos y el dispensado en las tarjetas tambien.  Se toman fotos para consulta a BioRad","",0,"N"
0000014239,"0000014216","Carolina Proto","Carolina Proto",1,2024-04-04,17:15:00,"C0021","Laboratorio G. Martínez Prado S.A.","","","","0","AT","IAT","Control de tarjetas positivo",2024-04-09,16:00:00,2024-04-09,16:30:00,0.50,"Se recopila informacion y se continua consulta a BioRad","",0,"N"
0000014215,"N","Carolina Proto","Carolina Proto",1,2024-04-04,17:00:00,"C0056","Laura Burjel Alvarez (ALFA)","SW_01","Software Unity |Bio Rad Laboratories Inc.","181313","0","AQC","QC","Error en actualizar codelist",2024-04-04,17:00:00,2024-04-04,17:15:00,0.25,"Se comunica Eladio porque no puede descargar la codelist. Se envia archivo.  Confirma que pudo actualizar sin problema","",1,"N"
0000014172,"N","Fernando Conlazo","Fernando Conlazo",0,2024-04-04,16:02:00,"C0051","Servicio Nacional de Sangre","BR001500KT","IH-500 |Equipo  |Bio Rad DiaMed GMBH","0500958","0","ST","SW","Error de IH Communicator",2024-04-04,15:55:00,2024-04-04,16:40:00,1.00,"Se dan indicaciones básicas sobre verificar conexiones y reiniciar la pc. Evaluamos cómo seguir en función del resultado.  La usuaria informa que no se ha resuelto, por lo que nos conectamos de forma remota con la PC, cerramos el IH-COM y el Communicator. Al iniciar el Communicator ejecuta un error al intentar realizar un Backup en una ruta dada. Se eliminan todos los archivos de la carpeta Backup y se inicia nuevamente el software sin problemas.   Equipo operativo. ","",0,"N"
0000014176,"N","Martin Machado","Martin Machado",0,2024-04-04,16:00:00,"C0223","CABINSUR SA","BR2200220","D10 HbA1c Analyzer","DA3I244604#","0","ST","OTRO","A0 partido",2024-04-04,16:00:00,2024-04-04,17:00:00,1.00,"Se ajusta WC y se corrige, tiempo de retención para A0 1.43. Equipo operativo.","",0,"N"
0000014214,"N","Carolina Proto","Carolina Proto",0,2024-04-04,15:30:00,"C0030","Siembrasur S.A.","BSIE700","Optilite | Binding Site","864000294461","0","AT","IAT","No se encuentran dos resultados",2024-04-04,15:30:00,2024-04-04,17:00:00,2.00,"Se comunica Lia porque no encuentra dos resultados de pacientes. Se revisa el listado del equipo y los mismos no fueron procesados en ningun momento.  Se revisa en infinity y se encuentra que al tener el espacio vacio ingresa la diuresis (comento que deben hablarlo con la gente e infinity).  Las va a procesar mañana y me avisa que quede todo ok.","",1,"N"
0000014220,"0000014214","Carolina Proto","Carolina Proto",1,2024-04-04,15:30:00,"C0030","Siembrasur S.A.","BSIE700","Optilite | Binding Site","864000294461","0","AT","IAT","No se encuentran dos resultados",2024-04-08,17:30:00,2024-04-08,17:45:00,0.25,"Me comunico con Lia y me confirma que quedo todo ok","",1,"N"
0000014173,"N","Martin Machado","Martin Machado",0,2024-04-04,15:00:00,"C0204","MaterCell Uruguay SAS","BR85499","PW40 Microplate Washer | Equipo | Bio Rad Laboratories.","EC2H476321","0","ST","DES","Desinstalación",2024-04-04,15:00:00,2024-04-04,16:00:00,1.00,"Se desinstala equipo","",0,"N"
0000014174,"N","Martin Machado","Martin Machado",0,2024-04-04,15:00:00,"C0204","MaterCell Uruguay SAS","BR87530","IPS MICROPLATE INCUBATOR","01010083","0","ST","DES","Desinstalación",2024-04-04,15:00:00,2024-04-04,16:00:00,1.00,"Se desinstala equipo","",0,"N"
0000014175,"N","Martin Machado","Martin Machado",0,2024-04-04,15:00:00,"C0204","MaterCell Uruguay SAS","BR91587","PR4100 | Equipo | Bio Rad Laboratories.","1301003206","0","ST","DES","Desinstalación",2024-04-04,15:00:00,2024-04-04,16:00:00,1.00,"Se desinstala equipo","",0,"N"
0000014178,"N","Matias Davyt","Matias Davyt",1,2024-04-04,13:41:00,"C0013","Fertilab SA","INT030","INGENIUS ELITE | Equipo | Elitech Group","2071810B0333E","0","ST","MC","Error Y",2024-04-04,13:41:00,2024-04-04,14:40:00,1.00,"MD- Se comunica la usuaria para reportar error eje Y. Comenta que vio levantado el soporte de los tips. Se la guía a limpiar el error y acomodar el soporte. Se inicializa y se larga la corrida nuevamente. Quedaron en avisar cómo termina la corrida.","",1,"N"
0000014168,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-04-04,13:00:00,"C0030","Siembrasur S.A.","BK37100344","Bio-Flash SYSTEM | Equipo | Werfen","70119","0","ST","MC","Errores multiples durante la corrida.",2024-04-04,13:00:00,2024-04-04,13:30:00,0.50,"Se concurre al cliente junto a Fernando Conlazo y se revisa el equipo constatándose el reservorio de cubetas lleno, se lo vacía y el equipo inicia sin problemas.","",1,"N"
0000014170,"0000014168","Maximiliano Vespa","Fernando Conlazo",0,2024-04-04,13:00:00,"C0030","Siembrasur S.A.","BK37100344","Bio-Flash SYSTEM | Equipo | Werfen","70119","0","ST","MC","Errores multiples durante la corrida.",2024-04-04,13:00:00,2024-04-04,13:30:00,0.50,"Se concurre al cliente junto a Maximiliano Vespa y se revisa el equipo constatándose el reservorio de cubetas lleno, se lo vacía y el equipo inicia sin problemas.  ","",0,"N"
0000014157,"N","Lucas Saldaña","Lucas Saldaña",0,2024-04-04,11:07:00,"C0223","CABINSUR SA","","","","0","SI","PC","(TICKET): Gestionar PC nueva para CONAPROLE para CFX",1900-01-01,00:00:00,1900-01-01,00:00:00,0.00,"","",1,"N"
0000014181,"N","Jovan Klaric","Jovan Klaric",0,2024-04-04,10:00:00,"C0001","Asociación Española Primera de Socorros Mutuos","HE1089","SPIFE 3000 (220V) |Helena Laboratories","580705403","0","AT","IAT","Primera corrida con el kit Quickgel SPE",2024-04-04,10:00:00,2024-04-04,14:00:00,4.00,"Se busca el kit, se lleva al cliente y se acompaña en la Primera corrida con el kit Quickgel SPE","",1,"N"
0000014148,"N","Carolina Proto","Carolina Proto",1,2024-04-03,18:00:00,"C0071","GRAM SA  (Sanatorio Mautone)","DE81200","Chorus Trio","4473","0","AT","IAT","Incorporación de CCP3 - Consulta si tiene que configurar algo especial en el equipo antes de usarlo.",2024-04-03,18:00:00,2024-04-03,18:15:00,0.25,"Se confirma que no es necesaria ninguna intervencion en el equipo. Sin embargo, en el LIS debe ser configurada la tècnica. ","",1,"N"
0000014143,"N","Carolina Proto","Carolina Proto",1,2024-04-03,16:00:00,"C0113","ASSE - Hospital de Lavalleja","BR2200220","D10 HbA1c Analyzer","DC2B658315","0","AT","IAT","Cambio de pack - Error de calibracion ",2024-04-03,16:00:00,2024-04-03,16:30:00,0.50,"Se comunica Malvina porque hace el cambio de pack y no puede calibrar. Le pido purga y segundo primer.   Luego tiene error de sin muestra y le pido cambiar los adaptadores pero al iniciar tiene la alarma de revision de desechos. Aviso a ST","",0,"N"
0000014146,"0000014143","Carolina Proto","Martin Machado",0,2024-04-03,16:00:00,"C0113","ASSE - Hospital de Lavalleja","BR2200220","D10 HbA1c Analyzer","DC2B658315","0","ST","OTRO","Cambio de pack - Error de calibracion ",2024-04-03,16:30:00,2024-04-03,16:45:00,0.50,"Equipo presenta error en manejo de desechos internos, se le pide a la usaría que realice secuencia de reinicio del equipo y el error se corrije. Por otra parte el error de adaptadores de la muestra refiere haber cambiado adaptadores por otros diferentes y el equipo sigue sin reconocer el adaptador. Se avisa a Guillermo que se debe concurrir al lugar, sospechando que puede fallar el sensor de hall.","",0,"N"
0000014154,"0000014143","Carolina Proto","Carolina Proto",1,2024-04-03,16:00:00,"C0113","ASSE - Hospital de Lavalleja","BR2200220","D10 HbA1c Analyzer","DC2B658315","0","AT","IAT","Cambio de pack - Error de calibracion ",2024-04-04,16:30:00,2024-04-04,17:00:00,0.50,"Se comunica Malvina, con los adaptadores viejos pudo calibrar, controlar y se procesan las muestras. Le pido que envie los nuevos que estñan con problemas para verlos aca y le enviaremos nuevos ya probados (los que tiene estan en malas condiciones).","",0,"N"
0000014142,"N","Marco Alpuin","Marco Alpuin",0,2024-04-03,15:57:00,"C0076","ASSE - RAP Área Metropolitana UE2","BR2702600","VARIANT II TURBO HEMOGLOBIN | Equipo |Bio-Rad","11632","0","","","No actualiza prefiltro.",1900-01-01,00:00:00,1900-01-01,00:00:00,0.00,"","",1,"N"
