Num,N-C,Recibe,Resuelve,Remota,Fecha llamada,Hora llamada, Cod Cliente,Nombre Cliente,Cod Equipo,Nombre Equipo,Serie,ID SAP,Tipo de Problema,Subtipo de Problema,Comentario,Fecha inicio actividad,Hora inicio actividad,Fecha fin actividad,Hora fin actividad,Tiempo efectivo,Resolución,Resuelve,Cerrada,Procesada
0000014854,"N","Guillermo Tomas","Fernando Rodriguez",0,2024-05-15,10:15:00,"C0076","ASSE - RAP Área Metropolitana UE2","BR2702600","VARIANT II TURBO HEMOGLOBIN | Equipo |Bio-Rad","11632","0","ST","MC","Presencia de ventana variante en las muestras. Requiere asistencia ",2024-05-15,13:00:00,2024-05-15,16:00:00,3.00,"Se encuentra flojo el soporte de la columna se re apreta todo , se procesan 20 muestras y ala 10 da de nuevo el error .   Se cambia el pack de reactivos propiedad del cliente , se puega , se calibra y controla en rango  , se procesan 30 muestras sin error alguno.  El pack viejo contaba con 2196 iny usadas de 2500.","",1,"N"
0000014856,"N","Fernando Conlazo","Fernando Conlazo",0,2024-05-15,09:30:00,"C0076","ASSE - RAP Área Metropolitana UE2","DE10390","VES CUBE 30 | Equipo | Diesse","771","0","ST","MPA","MPA",2024-05-15,09:30:00,2024-05-15,12:10:00,3.00,"Se realiza el MPA  del equipo, se verifican tensiones y se realiza corrida de prueba. Equipo operativo","",0,"N"
0000014853,"N","Martin Machado","Martin Machado",1,2024-05-14,18:15:00,"C0051","Servicio Nacional de Sangre","BR001500KT","IH-500 |Equipo  |Bio Rad DiaMed GMBH","0500958","0","ST","OTRO","Atasco del brazo.",2024-05-14,18:15:00,2024-05-14,19:00:00,0.75,"Se guía a la usaría para destrabar el brazo e inícialo se nuevamente el equipo. Equipo queda operativo.","",1,"N"
0000014842,"N","Renato Sosa","Renato Sosa",1,2024-05-14,14:19:00,"C0085","Laboratorio Teixeira SRL","DE81200","Chorus Trio","4079","0","ST","MC","El equipo reporta sesion fallida para algunas de las tiras procesadas.",2024-05-14,14:00:00,2024-05-14,14:19:00,0.20,"Se habla con la usuaria y se le pide que aguarde a que terminen de procesar el resto de las tiras. Se espera a que terminen de procesar el resto y son procesadas sin problemas. La usuaria volvió a largar las pruebas que dieron error y no se generaron fallas. Menciona que hace un par de días que no hacen sanitización del equipo. Se le recomienda a la usuaria que haga sanitización antes de procesar nuevas muestras y ponerse en contacto por cualquier falla. Equipo en observación.","",0,"N"
0000014837,"N","Guillermo Tomas","Guillermo Tomas",1,2024-05-14,13:00:00,"C0013","Fertilab SA","HE1825","V8 Nexus CE Analyzer (115/230V) |Helena Laboratories","5832158054","0","ST","MC","Falla sensor de buffers en el equipo.  Requiere asistencia ",2024-05-14,13:00:00,2024-05-14,13:05:00,0.20,"Se le da indicaciones para revisar la sonda y tapón.   Se le indica cambiar la sonda y limpiar. No hay mejoría , indica que tienen 2% de líquido.   Se coordina asistencia para mañana por la mañana. Se asigna a Martin Machaod","",1,"N"
0000014864,"0000014837","Guillermo Tomas","Fernando Rodriguez",0,2024-05-14,13:00:00,"C0013","Fertilab SA","HE1825","V8 Nexus CE Analyzer (115/230V) |Helena Laboratories","5832158054","0","ST","MC","Falla sensor de buffers en el equipo.  Requiere asistencia ",2024-05-15,09:30:00,2024-05-15,10:45:00,1.15,"Se concurre al cliente , se despierta al equipo y se realizan varias pruebas , problema en el código de barras del cartucho ,queda solucionado y sensando correctamente..","",1,"N"
0000014890,"N","Renato Sosa","Renato Sosa",0,2024-05-14,10:00:00,"C0023","Laboratorio Salto SRL","DE81200","Chorus Trio","2177","0","ST","MC","Falla de las posiciones 21 en delante.",2024-05-15,16:00:00,2024-05-15,18:00:00,4.50,"Se sospecha de algún problema en el ruleman del carrusel, se concurre al cliente y se quita la correa del motor para verificar el estado del ruleman este se encuentra en perfectas condiciones, se vuelve a colocar la correrá y se hace alineación del carrusel respecto al sensor absoluto. Se hacen pruebas de senado de nivel, las 5 primera el dispenser 2 midea bien luego comienza a medir en el aire 3/5 veces y luego de algunas pruebas lo hace siempre. Se continúa mañana esperando una low power nueva.","",0,"N"
0000014896,"0000014890","Renato Sosa","Renato Sosa",0,2024-05-16,17:42:00,"C0023","Laboratorio Salto SRL","DE81200","Chorus Trio","2177","0","ST","MC","Falla de las posiciones 21 en delante.",2024-05-16,13:00:00,2024-05-16,18:00:00,7.50,"Se remplaza la low power y se hacen pruebas de senado de nivel, de cada 1o pruebas 1 el dispenser 2 mide en el aire, se prueba de sustituir el dispenser por una nuevo y se logra que en 30 mediciones de nivel ninguna falle. Se ajustan los valores de offset del sensados. Se procesan muestras en las posiciones 1,2,3,4 y 21,22,23 y 24 para verificar si el problema quedó solucionado. A mitad del procesamiento el equipo aborto la sesión por error de alineación, se vuelve a hacer la alineación del carrusel y se prueba con nuevas muestras, en este caso no se presenta ningún error. Equipo operativo.","",0,"N"
0000014847,"N","Martin Machado","Martin Machado",0,2024-05-14,09:00:00,"C0223","CABINSUR SA","","","","0","ST","CAP","Cross training D100 con Fernando Conlazo.",2024-05-14,09:00:00,2024-05-14,18:00:00,9.00,"Se recibe capacitación por parte de Fernando Conlazo. ","",0,"N"
0000014849,"0000014847","Martin Machado","Matias Davyt",0,2024-05-14,09:00:00,"C0223","CABINSUR SA","","","","0","ST","CAP","Cross training D100 con Fernando Conlazo.",2024-05-14,09:00:00,2024-05-14,18:00:00,9.00,"Se recibe capacitación por parte de Fernando Conlazo","",0,"N"
0000014850,"0000014847","Martin Machado","Fernando Rodriguez",0,2024-05-14,09:00:00,"C0223","CABINSUR SA","","","","0","ST","CAP","Cross training D100 con Fernando Conlazo.",2024-05-14,09:00:00,2024-05-14,18:00:00,9.00,"Crosstraing con  F.Conlazo","",0,"N"
0000014861,"0000014847","Martin Machado","Fernando Conlazo",0,2024-05-14,09:00:00,"C0223","CABINSUR SA","","","","0","ST","CAP","Cross training D100.",2024-05-14,09:00:00,2024-05-14,18:00:00,8.00,"Se comienza el cross training del equipo.   Se realiza puesta a punto general sobre conocimientos de HPLC.   Se describe funcionamiento general del equipo, generación del gradiente, dilución de muestras.   Se nombran los distintos módulos y sus componentes.   Se aborda el software de usuario, configuraciones, prueba de puertos COM.   Se procesan controles con resultados satisfactorios.   Se muestra software de servicio y sus distintas aplicaciones, así como los tres test diagnósticos fundamentales y su interpretación mediante software D100-PET.   Falla prueba de dilución, requiere revisión.   ","",0,"N"
0000014832,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-14,09:00:00,"C0052","Hospital de Clínicas","BR009201_12SI","Diamed - Centrifuga 12SI","8618.46.01B","0","ST","MPA","MPA",2024-05-14,09:30:00,2024-05-14,10:00:00,0.50,"Se realiza el procedimiento de mantenimiento preventivo anual del equipo y pruebas de funcionamiento. ","",1,"N"
0000014833,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-14,09:00:00,"C0052","Hospital de Clínicas","BR009203_37SI","Diamed - Incubador 37SI","24561607142","0","ST","MPA","MPA",2024-05-14,10:00:00,2024-05-14,10:30:00,0.50,"Se realiza el procedimiento de MPA y se prueba el equipo, funcionamiento correcto. ","",1,"N"
0000014834,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-14,09:00:00,"C0052","Hospital de Clínicas","BR009550","ID-Centrifuge 12 SII (100-240V) |Bio Rad DiaMed GMBH","2002103","0","ST","MPA","MPA",2024-05-14,10:30:00,2024-05-14,11:00:00,0.50,"Se realiza el procedimiento de mantenimiento preventivo anual y pruebas de funcionamiento del equipo. Equipo operativo. ","",1,"N"
0000014835,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-14,09:00:00,"C0052","Hospital de Clínicas","BR009203_37SI","Diamed - Incubador 37SI","622001","0","ST","MPA","MPA",2024-05-14,10:30:00,2024-05-14,11:00:00,0.50,"Se realiza el procedimiento de mantenimiento preventivo anual y pruebas de funcionamiento del equipo. ","",1,"N"
0000014828,"N","Martin Machado","Martin Machado",0,2024-05-13,16:53:00,"C0223","CABINSUR SA","","","","0","ST","OTRO","Envío de repuestos a Renato ",2024-05-13,13:00:00,2024-05-13,15:00:00,2.00,"Se preparan y se envían repuestos e insumos a Renato, también se envían incubadora y centrífuga, más UPS para instalación en la ciudad de Artigas. Se trabaja junto a Maximiliano.","",1,"N"
0000014830,"0000014828","Martin Machado","Maximiliano Vespa",0,2024-05-13,16:53:00,"C0223","CABINSUR SA","","","","0","ST","OTRO","Envío de repuestos a Renato ",2024-05-13,13:00:00,2024-05-13,15:00:00,2.00,"Se preparan y se envían repuestos e insumos a Renato, también se envían incubadora y centrífuga, más UPS para instalación en la ciudad de Artigas. Se trabaja junto a Maximiliano.","",0,"N"
0000014825,"N","Guillermo Tomas","Guillermo Tomas",1,2024-05-13,16:00:00,"C0042","ASSE - Hospital de Florida UE 021","INT030","INGENIUS ELITE | Equipo | Elitech Group","2072102B0850E","0","ST","INS","Mudanza de equipo por reformas ",2024-05-13,16:00:00,2024-05-13,16:30:00,0.50,"Se coordina visita de re ubicar el equipo en el laboratorio. En la zona actualmente, están de reformas.   Envia la foto del lugar previsto. Se confirma que asistimos este próximo Miércoles 15/05 , asignados Matias y Maximiliano.     ","",1,"N"
0000014872,"0000014825","Guillermo Tomas","Maximiliano Vespa",0,2024-05-13,16:00:00,"C0042","ASSE - Hospital de Florida UE 021","INT030","INGENIUS ELITE | Equipo | Elitech Group","2072102B0850E","0","ST","INS","Mudanza de equipo por reformas ",2024-05-15,11:00:00,2024-05-15,12:00:00,6.00,"Se realiza la medición del recorrido que el equipo debía realizar constatándose que por una parte del pasillo la mesa no podía pasar. Hablando con Jorge se piensa otro lugar provisorio para que quede el equipo. Se reubica el equipo y se deja desenchufado por ordenes de los usuarios los que relatan que ya procesaron las muestras y quedaron al día.","",0,"N"
0000014873,"0000014825","Guillermo Tomas","Martin Machado",0,2024-05-13,16:00:00,"C0042","ASSE - Hospital de Florida UE 021","INT030","INGENIUS ELITE | Equipo | Elitech Group","2072102B0850E","0","ST","INS","Mudanza de equipo por reformas ",2024-05-15,11:00:00,2024-05-15,12:00:00,6.00,"Se realiza la medición del recorrido que el equipo debía realizar constatándose que por una parte del pasillo la mesa no podía pasar. Hablando con Jorge se piensa otro lugar provisorio para que quede el equipo. Se reubica el equipo y se deja desenchufado por ordenes de los usuarios los que relatan que ya procesaron las muestras y quedaron al día.","",0,"N"
0000014818,"N","Santiago Lopez","Santiago Lopez",0,2024-05-13,13:30:00,"C0182","Sanatorio Americano Cooperativa de Consumo","IDSIS310400","ISYS Multi-Discipline Automated System  | IDS","B300B0411","0","ST","OTRO","Actualización software y lector QR.",2024-05-13,13:45:00,2024-05-13,14:00:00,0.75,"Se instala software CryScan y se cambia lector de código de barra por un lector QR.  Equipo operativo.","",1,"N"
0000014817,"N","Marcela Castro","Maximiliano Vespa",0,2024-05-13,12:21:00,"C0040","MSP - DIGESA - Depto. de Laboratorios de Salud Pública","INT030","INGENIUS ELITE | Equipo | Elitech Group","2071907B0440E","0","ST","OTRO","Solicitan mover el equipo unos centímetros sobre la mesada. Contacto: Paola Arzuaga 098287065",2024-05-13,15:00:00,2024-05-13,15:35:00,1.00,"Se realiza el movimiento del equipo junto a Martin Machado.","",1,"N"
0000014821,"0000014817","Marcela Castro","Martin Machado",0,2024-05-13,12:21:00,"C0040","MSP - DIGESA - Depto. de Laboratorios de Salud Pública","INT030","INGENIUS ELITE | Equipo | Elitech Group","2071907B0440E","0","ST","OTRO","Solicitan mover el equipo unos centímetros sobre la mesada. Contacto: Paola Arzuaga 098287065",2024-05-13,15:00:00,2024-05-13,15:35:00,1.00,"Se realiza el movimiento del equipo junto a Maximiliano Vespa","",0,"N"
0000014823,"N","Martin Machado","Martin Machado",0,2024-05-13,09:00:00,"C0223","CABINSUR SA","HE1825","V8 Nexus CE Analyzer (115/230V) |Helena Laboratories","5829158067","0","ST","MC","Error de presión ",2024-05-13,10:00:00,2024-05-13,12:15:00,2.00,"Se cambia módulo de jeringa de presión y vacío. Se realizan pruebas de la misma. Marcela solicita reactivos, se continuarán la intervención cuando se cuente con los mismos. ","",0,"N"
0000014891,"0000014823","Martin Machado","Martin Machado",0,2024-05-13,09:00:00,"C0223","CABINSUR SA","HE1825","V8 Nexus CE Analyzer (115/230V) |Helena Laboratories","5829158067","0","ST","MC","Error de presión ",2024-05-15,15:00:00,2024-05-15,18:00:00,3.00,"Se colocan reactivos y se procede a realizar prueba de Air Check sugerida por Helena, la cual no se podía realizar hasta el correcto funcionamiento de la jeringa, con dicha prueba se detectó una pérdida en el outlet block, tiene una ruptura en el acrílico, se cambia por uno nuevo y se inícialo a el equipo, de igual manera continúa el error de baja presión. Se continuará trabajando.","",0,"N"
0000014826,"N","Fernando Rodriguez","Fernando Rodriguez",0,2024-05-13,09:00:00,"C0003","Banco de Previsión Social","BR250-3010","Variant nbs Automatic Sampler and Chromatography","10136","0","ST","MPA","MPA del equipo",2024-05-13,11:00:00,2024-05-13,12:00:00,1.00,"Se buscan los materiales y se habla con Julian por las partes faltantes.  Se coordina con Betsy para realizar el MPA el jueves 16/5","",1,"N"
0000014897,"0000014826","Fernando Rodriguez","Fernando Rodriguez",0,2024-05-13,09:00:00,"C0003","Banco de Previsión Social","BR250-3010","Variant nbs Automatic Sampler and Chromatography","10136","0","ST","MPA","MPA del equipo",2024-05-16,11:00:00,2024-05-16,18:13:00,7.00,"Se realiza el MPA al cromatografo y al sampleador  y se verifica el correcto funcionamienti","",1,"N"
0000014809,"N","Fernando Conlazo","Fernando Conlazo",1,2024-05-11,10:50:00,"C0050","ASSE - Hospital Pasteur UE 006","BR1844095","CFX96 DEEP W OPTICAL | Equipo |Bio-Rad","790BR04021","0","ST","OTRO","Problemas de comunicación con el equipo.",2024-05-11,10:50:00,2024-05-11,11:00:00,0.25,"Se guía a la usuaria a revisar el cable USB que comunica el equipo von la pc para verificar sus conexiones en ambos extremos. Se reinicia la PC y el software reconoce al equipo. Se larga corrida sin problemas.","",0,"N"
0000014814,"N","Matias Davyt","Matias Davyt",0,2024-05-10,12:30:00,"C0030","Siembrasur S.A.","BK37100344","Bio-Flash SYSTEM | Equipo | Werfen","70119","0","ST","MC","Abnormal reaction",2024-05-10,14:30:00,2024-05-10,16:45:00,2.50,"MD - Se revisa el equipo. Limpieza de estaciones de lavado, incubador, magwash (agujas). Se revisan tubuladura y acoples, drawer magwash, bombas de triggers, muestras y reactivos. Se limpian los inyectores de trigger y aguja de aspiración. Queda poco volumen de triggers, se cambian las botellas y se purgan las líneas. Se procesan controles, resultados en rango. ","",1,"N"
0000014815,"N","Matias Davyt","Matias Davyt",0,2024-05-10,12:30:00,"C0030","Siembrasur S.A.","BR95069","QUANTA-Lyser 2 EIA/IFA","35665","0","ST","MC","Problemas de dispensado del manifold en posición 1",2024-05-10,16:45:00,2024-05-10,17:50:00,1.25,"MD - Se limpia el manifold con mandriles. Se cambian las puntas de plástico (Aspirado). Se hacen pruebas de dispensado y en la posición 1 continúa dispensado un poco menos. Hay que evaluar desempeño de la bomba de dispensado del manifold..","",1,"N"
0000014787,"N","Martin Machado","Martin Machado",0,2024-05-10,11:47:00,"C0069","Citoquim S.R.L (Lab. Diez)","BR2200220","D10 HbA1c Analyzer","DB8D244702#","0","ST","OTRO","Llama Luciana de lab diez, el equipo muestra error 036 error en tiempo de espera del cam falo",2024-05-10,11:47:00,2024-05-10,12:00:00,0.50,"Se le dije indica a la usaría reiniciar el equipo, y comprobar si cambie el estado del mismo, la usaría terminaba su turno, por lo que lo probará el lunes.","",1,"N"
0000014824,"0000014787","Martin Machado","Martin Machado",0,2024-05-10,11:47:00,"C0069","Citoquim S.R.L (Lab. Diez)","BR2200220","D10 HbA1c Analyzer","DB8D244702#","0","ST","OTRO","Llama Luciana de lab diez, el equipo muestra error 036 error en tiempo de espera del cam falo",2024-05-13,09:00:00,2024-05-13,09:20:00,0.50,"Se consulta a la usaría si puedo resolver el problema, indica que el reinicio del equipo fue efectivo. Equipo queda en observación, Renato está por el laboratorio. ","",0,"N"
0000014790,"N","Fernando Conlazo","Fernando Conlazo",0,2024-05-10,11:40:00,"C0216","INIA LA ESTANZUELA","","","","0","ST","MC","Termociclador c100Touch con módulo dual 48 ",2024-05-10,11:40:00,2024-05-10,14:45:00,9.00,"Se concurre al sitio a realozar el remplazo del repuesto 1000 High Dual LID 2nd gen sugerido por BioRad ante la falla del lid que presentaba el equipo.   Se cambia la pieza, se ensambla nuevamente, se realiza System test exitoso y se realiza Backup del sistema.  Se larga corrida habitual del cliente en bloque A y B con desfasaje temporal de algunos minutos y ambos programas llegan a término sin errores.  Equipo operativo","",1,"N"
0000014795,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-10,09:00:00,"C0003","Banco de Previsión Social","PE1235-501","AUTO DELFIA | Equipo |Perkin Elmer","2351424","0","ST","MPM","MPM.",2024-05-10,13:50:00,2024-05-10,14:20:00,1.50,"Se realiza el mantenimiento preventivo mensual del equipo. Además de varios test de lavador exitosos, equipo operativo.","",1,"N"
0000014796,"N","Maximiliano Vespa","Maximiliano Vespa",0,2024-05-10,09:00:00,"C0003","Banco de Previsión Social","PE1235-501","AUTO DELFIA | Equipo |Perkin Elmer","2351470","0","ST","MPM","MPM",2024-05-10,14:10:00,2024-05-10,15:40:00,1.20,"Se realiza el mantenimiento preventivo mensual del equipo. Además de varios test de lavador exitosos, equipo operativo.","",1,"N"
0000014797,"N","Fernando Rodriguez","Fernando Rodriguez",0,2024-05-10,09:00:00,"C0001","Asociación Española Primera de Socorros Mutuos","BR93500","EVOLIS TWIN PLUS","6220000659","0","ST","MPA","MPA del equipo",2024-05-10,09:30:00,2024-05-10,15:32:00,6.00,"Se realiza el MPA  se instala todo el kit de MPA y se pasa el IQOQ (kit de verificación) sin error alguno.","",1,"N"
